site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
Lord Northbrook,,E09000023,Lewisham,Music venues (all),51.45090993,0.012144854
Station,,E09000023,Lewisham,Music venues (all),51.4530685,3.41E-05
Rivoli Ballroom,,E09000023,Lewisham,Music venues (all),51.45524509,-0.037237671
Fox & Firkin,,E09000023,Lewisham,Music venues (all),51.45698291,-0.014405372
Bar Nuvo,,E09000023,Lewisham,Music venues (all),51.4574747,-0.013707483
Joiners Arms,,E09000023,Lewisham,Music venues (all),51.46321844,-0.010895532
O'neills,,E09000023,Lewisham,Music venues (all),51.46686169,0.008037433
Bunker Club,,E09000023,Lewisham,Music venues (all),51.4745583,-0.025248502
Royal Albert,,E09000023,Lewisham,Music venues (all),51.4751204,-0.028723484
Five Bells,,E09000023,Lewisham,Music venues (all),51.47553868,-0.046720421
The Amersham Arms,,E09000023,Lewisham,Music venues (all),51.47555414,-0.032592892
New Cross Inn,,E09000023,Lewisham,Music venues (all),51.47585505,-0.037130513
The Venue,,E09000023,Lewisham,Music venues (all),51.47594764,-0.03675212
Birds Nest,,E09000023,Lewisham,Music venues (all),51.47614916,-0.022530026
Number3london,,E09000023,Lewisham,Music venues (all),51.476615,-0.021890628
Job Centre,,E09000023,Lewisham,Music venues (all),51.47836388,-0.025876085
Fire,,E09000022,LAMBETH,Music venues (all),51.48472019,-0.123788921
Railway,,E09000022,Lambeth,Music venues (all),51.41829254,-0.134606419
Earl Ferrers,,E09000022,Lambeth,Music venues (all),51.42373904,-0.132716175
The Hideaway,,E09000022,Lambeth,Music venues (all),51.42660697,-0.13041281
Pratts & Payne,,E09000022,Lambeth,Music venues (all),51.43014579,-0.129577872
The White Lion,,E09000022,Lambeth,Music venues (all),51.43062554,-0.129774075
The Portico Gallery,,E09000022,Lambeth,Music venues (all),51.43102209,-0.104092946
Five Bells,,E09000022,Lambeth,Music venues (all),51.43629475,-0.128319623
Porky's Wine Bar,,E09000022,Lambeth,Music venues (all),51.43858274,-0.127995897
The White Hart,,E09000022,Lambeth,Music venues (all),51.4399362,-0.105896628
The Railway Tavern,,E09000022,Lambeth,Music venues (all),51.44015273,-0.105384053
Florence,,E09000022,Lambeth,Music venues (all),51.45277595,-0.102990433
Gigalum,,E09000022,Lambeth,Music venues (all),51.45364982,-0.146364596
Off The Cuff,,E09000022,Lambeth,Music venues (all),51.45297719,-0.102089717
The White Horse,,E09000022,Lambeth,Music venues (all),51.45481343,-0.120048881
The Hootananny Brixton,,E09000022,Lambeth,Music venues (all),51.45543226,-0.113229539
Effra Social,,E09000022,Lambeth,Music venues (all),51.45566939,-0.113435672
Gremio De Brixton,,E09000022,Lambeth,Music venues (all),51.45967773,-0.116077484
Upstairs At The Ritzy,,E09000022,Lambeth,Music venues (all),51.46140471,-0.114422849
So.uk,,E09000022,Lambeth,Music venues (all),51.46195366,-0.136944422
The Prince Of Wales,,E09000022,Lambeth,Music venues (all),51.46160154,-0.114918593
Dogstar,,E09000022,Lambeth,Music venues (all),51.46160682,-0.111895246
Studio Voltaire,,E09000022,Lambeth,Music venues (all),51.46197333,-0.134222759
Stane Street Syndicate,,E09000022,Lambeth,Music venues (all),51.46218694,-0.138043434
Chip Shop Brixton,,E09000022,Lambeth,Music venues (all),51.46194305,-0.112111708
Revolution,,E09000022,Lambeth,Music venues (all),51.46299022,-0.134267692
Infernos,,E09000022,Lambeth,Music venues (all),51.46313291,-0.135888676
Lotus,,E09000022,Lambeth,Music venues (all),51.46372651,-0.133633025
Pop Brixton,,E09000022,Lambeth,Music venues (all),51.46345747,-0.112337151
Simulacra Studio,,E09000022,Lambeth,Music venues (all),51.46362425,-0.107622612
Fu Manchu,,E09000022,Lambeth,Music venues (all),51.46439484,-0.129862596
Phonox,,E09000022,Lambeth,Music venues (all),51.46444874,-0.114700513
Landor,,E09000022,Lambeth,Music venues (all),51.46566493,-0.126053011
Bread & Roses,,E09000022,Lambeth,Music venues (all),51.46586805,-0.13654035
O2 Academy Brixton,,E09000022,Lambeth,Music venues (all),51.4656514,-0.115111665
Cafe Cairo,,E09000022,Lambeth,Music venues (all),51.46587304,-0.12500788
Block 336,,E09000022,Lambeth,Music venues (all),51.46814799,-0.113223472
Phoenix,,E09000022,Lambeth,Music venues (all),51.46883931,-0.12717568
Brixton Jamm,,E09000022,Lambeth,Music venues (all),51.4707969,-0.11186155
Longfield Hall,,E09000022,Lambeth,Music venues (all),51.47174706,-0.104982734
Bar 48,,E09000022,Lambeth,Music venues (all),51.47939587,-0.111981914
Brown Derby,,E09000022,Lambeth,Music venues (all),51.48124519,-0.113461038
The Eagle,,E09000022,Lambeth,Music venues (all),51.48620435,-0.119320446
Royal Vauxhall Tavern,,E09000022,Lambeth,Music venues (all),51.48638805,-0.121804752
The Old Dairy At Vauxhall City Farm,,E09000022,Lambeth,Music venues (all),51.487409,-0.119261998
Old Red Lion,,E09000022,Lambeth,Music venues (all),51.48948419,-0.105198407
Brasserie & Wine Bar Toulouse Lautrec,,E09000022,Lambeth,Music venues (all),51.49109255,-0.103446304
Iklectik,,E09000022,Lambeth,Music venues (all),51.49848827,-0.11650952
Primo Bar,,E09000022,Lambeth,Music venues (all),51.50072485,-0.116907154
The Vaults,,E09000022,Lambeth,Music venues (all),51.50197577,-0.115285008
Old Vic Theatre,,E09000022,Lambeth,Music venues (all),51.50193786,-0.109018769
Young Vic,,E09000022,Lambeth,Music venues (all),51.50327691,-0.107291847
Purcell Room,,E09000022,Lambeth,Music venues (all),51.5060835,-0.11628264
Royal Festival Hall,,E09000022,Lambeth,Music venues (all),51.5060835,-0.11628264
Rambert,,E09000022,Lambeth,Music venues (all),51.5061741,-0.11352658
"Olivier Theatre, National",,E09000022,Lambeth,Music venues (all),51.50715841,-0.115460125
Flower Pot,,E09000031,WALTHAM FOREST,Music venues (all),51.58867612,-0.004524078
St John's Music Hall,,,,Music venues (all),51.56877284,0.010916283
Leytonstone Ex-Servicemens Club,,E09000031,Waltham Forest,Music venues (all),51.56737529,0.011656819
Leyton Technical,,E09000031,Waltham Forest,Music venues (all),51.55873733,-0.007536458
The Bell,,E09000031,Waltham Forest,Music venues (all),51.56085163,0.008743209
Coach & Horses,,E09000031,Waltham Forest,Music venues (all),51.56154863,-0.010515486
The Red Lion,,E09000031,Waltham Forest,Music venues (all),51.56791609,0.01106022
North Star,,E09000031,Waltham Forest,Music venues (all),51.56986384,0.015460691
Peppers Ghost,,E09000031,Waltham Forest,Music venues (all),51.57364251,-0.009915411
Tap & Spile,,E09000031,Waltham Forest,Music venues (all),51.57442665,-0.013734397
King William The Fourth,,E09000031,Waltham Forest,Music venues (all),51.57484388,-0.011291692
Coppermill,,E09000031,Waltham Forest,Music venues (all),51.57978882,-0.041185031
Village,,E09000031,Waltham Forest,Music venues (all),51.58270339,-0.011829373
Nags Head,,E09000031,Waltham Forest,Music venues (all),51.58411213,-0.011118385
"Mirth, Marvel And Maud",,E09000031,Waltham Forest,Music venues (all),51.585958,-0.020434999
"Mirth, Marvel & Maud",,E09000031,Waltham Forest,Music venues (all),51.586023,-0.019965998
Dukes Head,,E09000031,Waltham Forest,Music venues (all),51.58812652,-0.004461517
The Bell,,E09000031,Waltham Forest,Music venues (all),51.59029851,-0.016940788
Walthamstow Assembly Hall,,E09000031,Waltham Forest,Music venues (all),51.590829,-0.012616998
County Arms,,E09000031,Waltham Forest,Music venues (all),51.60732629,0.00075547
Royal Oak,,E09000031,Waltham Forest,Music venues (all),51.63501901,-0.01117619
St Mary's Music Hall,,E09000031,Waltham Forest,Music venues (all),51.58506,-0.011829999
The White Swan,,E09000027,RICHMOND UPON THAMES,Music venues (all),51.44704174,-0.321428667
Swan,,E09000027,Richmond Upon Thames,Music venues (all),51.41259188,-0.31078455
Adelaide,,E09000027,Richmond Upon Thames,Music venues (all),51.42369673,-0.33459714
Builders Arms,,E09000027,Richmond Upon Thames,Music venues (all),51.42596704,-0.330472601
Teddington Arms,,E09000027,Richmond Upon Thames,Music venues (all),51.42707421,-0.331813181
Landmark Arts Centre,,E09000027,Richmond Upon Thames,Music venues (all),51.428123,-0.324434999
The Red Lion,,E09000027,Richmond Upon Thames,Music venues (all),51.43087793,-0.345125385
The Prince Of Wales,,E09000027,Richmond Upon Thames,Music venues (all),51.43952688,-0.348194109
The Prince Albert,,E09000027,Richmond Upon Thames,Music venues (all),51.4421694,-0.344285565
Sussex Arms,,E09000027,Richmond Upon Thames,Music venues (all),51.44407099,-0.34585724
Fox,,E09000027,Richmond Upon Thames,Music venues (all),51.44664583,-0.32707017
Patchworks,,E09000027,Richmond Upon Thames,Music venues (all),51.44880938,-0.329970163
Crown,,E09000027,Richmond Upon Thames,Music venues (all),51.45119203,-0.318628095
St Stephen's Church,,E09000027,Richmond Upon Thames,Music venues (all),51.452897,-0.312873998
Marlborough,,E09000027,Richmond Upon Thames,Music venues (all),51.45509437,-0.29679342
The Duke,,E09000027,Richmond Upon Thames,Music venues (all),51.46143317,-0.3041729
Red Cow,,E09000027,Richmond Upon Thames,Music venues (all),51.46173107,-0.296805633
Sheen Lane Centre,,E09000027,Richmond Upon Thames,Music venues (all),51.465378,-0.267560999
The Bulls Head Barnes,,E09000027,Richmond Upon Thames,Music venues (all),51.47377009,-0.25082616
Tap On The Line,,E09000027,Richmond Upon Thames,Music venues (all),51.47710103,-0.285188307
Big Chill Bar,,E09000030,Tower Hamlets,Music venues (all),51.5208884,-0.072196511
Big Easy,,,,Music venues (all),51.50438197,-0.01778521
Jamboree,,,,Music venues (all),51.51170143,-0.029687356
Pickle Factory,,,,Music venues (all),51.53260751,-0.059293022
R&v Music Ltd,,E09000030,Tower Hamlets,Music venues (all),51.49156599,-0.004662438
The Space,,E09000030,Tower Hamlets,Music venues (all),51.49192356,-0.024180679
28 West Bar,,E09000030,Tower Hamlets,Music venues (all),51.49994371,-0.026225359
Gun 27 Coldharbour,,E09000030,Tower Hamlets,Music venues (all),51.50182456,-0.007700826
Fine Line,,E09000030,Tower Hamlets,Music venues (all),51.50591046,-0.021687529
Prospect Of Whitby,,E09000030,Tower Hamlets,Music venues (all),51.50710313,-0.051018869
Crown River Cruises,,E09000030,Tower Hamlets,Music venues (all),51.50774663,-0.0791067
Rum & Sugar,,E09000030,Tower Hamlets,Music venues (all),51.50761933,-0.0238327
Tobacco Dock,,E09000030,Tower Hamlets,Music venues (all),51.50830986,-0.059253608
Bjs White Swan,,E09000030,Tower Hamlets,Music venues (all),51.51255056,-0.041173272
Thomas Neale,,E09000030,Tower Hamlets,Music venues (all),51.51314158,-0.056698913
Troxy,,E09000030,Tower Hamlets,Music venues (all),51.51302002,-0.043977949
Leman Street Tavern,,E09000030,Tower Hamlets,Music venues (all),51.51377081,-0.070292051
Queens Head,,E09000030,Tower Hamlets,Music venues (all),51.51385904,-0.038753429
The George Tavern,,E09000030,Tower Hamlets,Music venues (all),51.51433729,-0.052886249
Castle,,E09000030,Tower Hamlets,Music venues (all),51.51484414,-0.068848605
The White Hart,,E09000030,Tower Hamlets,Music venues (all),51.51591198,-0.070893347
Apples & Pears,,E09000030,Tower Hamlets,Music venues (all),51.5170019,-0.069910383
Som Saa,,E09000030,Tower Hamlets,Music venues (all),51.51724514,-0.073762976
Indo,,E09000030,Tower Hamlets,Music venues (all),51.51788631,-0.065736175
93 Feet East,,E09000030,Tower Hamlets,Music venues (all),51.52172199,-0.071483777
Second Home,,E09000030,Tower Hamlets,Music venues (all),51.52001357,-0.070402817
Cafe 1001,,E09000030,Tower Hamlets,Music venues (all),51.52153803,-0.072327628
Rough Trade East,,E09000030,Tower Hamlets,Music venues (all),51.52153803,-0.072327628
Beehive,,E09000030,Tower Hamlets,Music venues (all),51.52162923,-0.013654229
Beach Blanket Babylon,,E09000030,Tower Hamlets,Music venues (all),51.52395544,-0.074416696
Rich Mix,,E09000030,Tower Hamlets,Music venues (all),51.5241257,-0.073832873
Owl & Pussycat,,E09000030,Tower Hamlets,Music venues (all),51.52426856,-0.075412596
Star Of Bethnal Green,,E09000030,Tower Hamlets,Music venues (all),51.52691866,-0.062152652
The Misty Moon,,E09000030,Tower Hamlets,Music venues (all),51.52693634,-0.05833144
Bloc,,E09000030,Tower Hamlets,Music venues (all),51.52637249,-0.020281149
The Bridge,,E09000030,Tower Hamlets,Music venues (all),51.52709717,-0.01048957
Bethnal Green Working Men's Club,,E09000030,Tower Hamlets,Music venues (all),51.52823965,-0.064273528
Dundee Arms,,E09000030,Tower Hamlets,Music venues (all),51.52933791,-0.05619632
The Gallery Cafe,,E09000030,Tower Hamlets,Music venues (all),51.52999312,-0.05449593
Folklore,,E09000030,Tower Hamlets,Music venues (all),51.53065589,-0.072288301
A Portuguese Love Affair Deli CafÃ©,,E09000030,Tower Hamlets,Music venues (all),51.53104807,-0.066619819
Sebright Arms,,E09000030,Tower Hamlets,Music venues (all),51.5319967,-0.063075928
Apiary Studios,,E09000030,Tower Hamlets,Music venues (all),51.53206426,-0.05900706
Crown,,E09000030,Tower Hamlets,Music venues (all),51.53293659,-0.04169636
Oval Space,,E09000030,Tower Hamlets,Music venues (all),51.53323963,-0.059389596
Hare,,E09000030,Tower Hamlets,Music venues (all),51.53343372,-0.057535721
Eleanor Arms,,E09000030,Tower Hamlets,Music venues (all),51.53500412,-0.033042531
The Lighthouse,,E09000030,Tower Hamlets,Music venues (all),51.53542468,-0.021676304
Stour Space,,E09000030,Tower Hamlets,Music venues (all),51.54019001,-0.021094676
The Yard Theatre,,E09000030,Tower Hamlets,Music venues (all),51.54263859,-0.023382439
Mick's Garage,,E09000030,Tower Hamlets,Music venues (all),51.54323994,-0.022779501
The Camden Assembly Pub,,E09000007,Camden,Music venues (all),51.5431191,-0.149278456
The Unicorn,,,Camden,Music venues (all),51.54890978,-0.129557505
Two Brewers,,E09000007,Camden,Music venues (all),51.51336457,-0.127324649
Cambridge Theatre,,E09000007,Camden,Music venues (all),51.51351139,-0.126381822
Phoenix Theatre,,E09000007,Camden,Music venues (all),51.51452424,-0.12955427
Salsa!,,E09000007,Camden,Music venues (all),51.51411179,-0.129066734
Phoenix Artist Club,,E09000007,Camden,Music venues (all),51.51448048,-0.129066032
St. Giles-In-The-Fields,,E09000007,Camden,Music venues (all),51.51528771,-0.128369945
New London Theatre,,E09000007,Camden,Music venues (all),51.51543207,-0.122771792
Sway,,E09000007,Camden,Music venues (all),51.51556915,-0.120661853
Shaftesbury Theatre,,E09000007,Camden,Music venues (all),51.51627657,-0.126095339
Dominion Theatre,,E09000007,Camden,Music venues (all),51.51696266,-0.129641701
Bourne And Hollingsworth,,E09000007,Camden,Music venues (all),51.517917,-0.134229398
Elysee,,E09000007,Camden,Music venues (all),51.51830239,-0.133017291
Bounce,,E09000007,Camden,Music venues (all),51.51807143,-0.108494454
Holborn Whippet,,E09000007,Camden,Music venues (all),51.51837628,-0.121310187
Old Nick,,E09000007,Camden,Music venues (all),51.51939645,-0.116511496
Fitzrovia,,E09000007,Camden,Music venues (all),51.51991387,-0.134825226
Conway Hall,,E09000007,Camden,Music venues (all),51.51979404,-0.118311293
Simmons Bar,,E09000007,Camden,Music venues (all),51.52222694,-0.138911052
The Duke,,E09000007,Camden,Music venues (all),51.52278609,-0.116472487
Apple Tree,,E09000007,Camden,Music venues (all),51.5234881,-0.11203236
Bloomsbury Bowling Lanes,,E09000007,Camden,Music venues (all),51.52424321,-0.128290906
Bloomsbury Theatre & Bloomsbury Studio,,E09000007,Camden,Music venues (all),51.52506973,-0.132754787
Foundling Museum,,E09000007,Camden,Music venues (all),51.52527011,-0.121646223
Camden People's Theatre,,E09000007,Camden,Music venues (all),51.52615611,-0.13830386
The Harrison,,E09000007,Camden,Music venues (all),51.5275638,-0.120557028
The Water Rats,,E09000007,Camden,Music venues (all),51.52906503,-0.119399469
Big Chill House,,E09000007,Camden,Music venues (all),51.5306647,-0.119895814
Scala,,E09000007,Camden,Music venues (all),51.53069444,-0.120629895
David Roberts Art Foundation,,E09000007,Camden,Music venues (all),51.53465155,-0.139269239
The Blues Kitchen,,E09000007,Camden,Music venues (all),51.53707496,-0.14124681
Green Note,,E09000007,Camden,Music venues (all),51.53726543,-0.145896646
Camden Head,,E09000007,Camden,Music venues (all),51.53735615,-0.140831594
The Dublin Castle,,E09000007,Camden,Music venues (all),51.53744915,-0.145571939
Cecil Sharp House,,E09000007,Camden,Music venues (all),51.53810212,-0.149337865
Jazz CafÃ©,,E09000007,Camden,Music venues (all),51.53865936,-0.143056864
The Black Heart,,E09000007,Camden,Music venues (all),51.53882892,-0.141838654
The Underworld,,E09000007,Camden,Music venues (all),51.53919068,-0.141968118
Made In Brasil,,E09000007,Camden,Music venues (all),51.53964659,-0.144069364
Boho Camden,,E09000007,Camden,Music venues (all),51.53970676,-0.143893868
Electric Ballroom,,E09000007,Camden,Music venues (all),51.53969194,-0.142957134
Prince Albert,,E09000007,Camden,Music venues (all),51.53996812,-0.137119937
Queens,,E09000007,Camden,Music venues (all),51.54061792,-0.15777291
Constitution,,E09000007,Camden,Music venues (all),51.54032777,-0.135418013
Lockside Lounge,,E09000007,Camden,Music venues (all),51.54109,-0.14663524
Dingwalls,,E09000007,Camden,Music venues (all),51.54145038,-0.145539008
Hawley,,E09000007,Camden,Music venues (all),51.54194215,-0.145360373
The Monarch,,E09000007,Camden,Music venues (all),51.5429619,-0.148433962
Roundhouse,,E09000007,Camden,Music venues (all),51.54304284,-0.151286156
Spiritual Caipirinha Bar,,E09000007,Camden,Music venues (all),51.54320306,-0.148900085
Joe's Bar,,E09000007,Camden,Music venues (all),51.54361242,-0.15147939
Ciao Ciao,,E09000007,Camden,Music venues (all),51.54566504,-0.201975601
The Abbey Tavern,,E09000007,Camden,Music venues (all),51.54580161,-0.141482377
The Fiddler's Elbow,,E09000007,Camden,Music venues (all),51.54607098,-0.151134531
Grafton,,E09000007,Camden,Music venues (all),51.54673159,-0.144559793
Bull & Gate,,E09000007,Camden,Music venues (all),51.55171124,-0.141573211
O2 Forum Kentish Town,,E09000007,Camden,Music venues (all),51.55220269,-0.141942641
Flask,,E09000007,Camden,Music venues (all),51.55655238,-0.177325259
Duke Of Hamilton,,E09000007,Camden,Music venues (all),51.55890155,-0.177462182
Lauderdale House,,E09000007,Camden,Music venues (all),51.56927279,-0.143223658
Peckham Levels,,E09000028,Southwark,Music venues (all),51.47074174,-0.06819235
Rumpus Room,,E09000028,Southwark,Music venues (all),51.50844197,-0.106933596
Herne Tavern,,E09000028,Southwark,Music venues (all),51.45411185,-0.063165823
Great Exhibition,,E09000028,Southwark,Music venues (all),51.4549081,-0.071638824
The Mct At Alleyn's,,E09000028,Southwark,Music venues (all),51.456668,-0.081431998
Ivy House,,E09000028,Southwark,Music venues (all),51.45820869,-0.052081169
East Dulwich Tavern,,E09000028,Southwark,Music venues (all),51.46037531,-0.074892112
Old Nuns Head,,E09000028,Southwark,Music venues (all),51.46527617,-0.059612207
Canavan's Peckham Pool Club,,E09000028,Southwark,Music venues (all),51.46724419,-0.066597957
Tasty Bakery,,E09000028,Southwark,Music venues (all),51.46767531,-0.066565336
John The Unicorn,,E09000028,Southwark,Music venues (all),51.46877931,-0.067526535
Copeland Gallery,,E09000028,Southwark,Music venues (all),51.4700087,-0.065732371
Copeland Park & Bussey Building,,E09000028,Southwark,Music venues (all),51.4700087,-0.065732371
Jazzlive At The Crypt,,E09000028,Southwark,Music venues (all),51.4730621,-0.086842461
The Tiger,,E09000028,Southwark,Music venues (all),51.47376513,-0.092457744
Prince Of Peckham,,E09000028,Southwark,Music venues (all),51.47358086,-0.065307686
Hampton Court Palace,,E09000028,Southwark,Music venues (all),51.49163009,-0.100542895
Corsica Studios,,E09000028,Southwark,Music venues (all),51.49351603,-0.098721342
Bianca Road Brew Co,,E09000028,Southwark,Music venues (all),51.49535653,-0.079771935
Ministry Of Sound,,E09000028,Southwark,Music venues (all),51.49765143,-0.09919752
Canada Water Cultural Space,,E09000028,Southwark,Music venues (all),51.49780959,-0.049153609
Printworks,,E09000028,Southwark,Music venues (all),51.49775724,-0.04385387
Gladstone Arms,,E09000028,Southwark,Music venues (all),51.50090351,-0.095114246
The Miller,,E09000028,Southwark,Music venues (all),51.50204544,-0.087919844
Bermondsey Yard Cafe,,E09000028,Southwark,Music venues (all),51.50233776,-0.082691568
Underdog Gallery,,E09000028,Southwark,Music venues (all),51.502367,-0.081717998
Greenwood Theatre,,E09000028,Southwark,Music venues (all),51.502648,-0.085901999
Belushi's London Bridge,,E09000028,Southwark,Music venues (all),51.50285277,-0.091661207
Omeara,,E09000028,Southwark,Music venues (all),51.50414116,-0.094575704
Great Suffolk Street Warehouse,,E09000028,Southwark,Music venues (all),51.50438664,-0.101395575
Menier Chocolate Factory,,E09000028,Southwark,Music venues (all),51.50466074,-0.094453152
Sam Wanamaker Playhouse,,E09000028,Southwark,Music venues (all),51.5081124,-0.096571558
Bargehouse,,E09000028,Southwark,Music venues (all),51.50832861,-0.108826105
Fold,,,,Music venues (all),51.51933776,0.004211282
The Beckton Arms,,E09000025,Newham,Music venues (all),51.51713608,0.015135885
Cody Dock,,E09000025,Newham,Music venues (all),51.51892518,-0.002168486
Arch 1,,E09000025,Newham,Music venues (all),51.52290652,0.004824231
Denmark Arms,,E09000025,Newham,Music venues (all),51.53325098,0.053998921
The View Tube,,E09000025,Newham,Music venues (all),51.53535249,-0.013143194
London Stadium,,E09000025,Newham,Music venues (all),51.53863603,-0.016403367
King Edward Vii,,E09000025,Newham,Music venues (all),51.54108512,0.002998454
The Railway Tavern,,E09000025,Newham,Music venues (all),51.54508163,0.000145311
Forest Tavern,,E09000025,Newham,Music venues (all),51.54991695,0.024401611
Tooting Tram & Social,,,,Music venues (all),51.4267894,-0.166958979
Tooting Tram & Social,,E09000032,Wandsworth,Music venues (all),51.42678394,-0.166684621
Graveney & Meadow,,E09000032,Wandsworth,Music venues (all),51.42692369,-0.166995501
The Bedford,,E09000032,Wandsworth,Music venues (all),51.44267958,-0.149269356
Hagen & Hyde,,E09000032,Wandsworth,Music venues (all),51.44382923,-0.152029002
The Clapham Grand,,E09000032,Wandsworth,Music venues (all),51.46295826,-0.169324241
Waterfront,,E09000032,Wandsworth,Music venues (all),51.46449808,-0.185660728
The Four Thieves,,E09000032,Wandsworth,Music venues (all),51.46415629,-0.162553038
Anchor,,E09000032,Wandsworth,Music venues (all),51.46526207,-0.179252507
Battersea Arts Centre,,E09000032,Wandsworth,Music venues (all),51.46516318,-0.160813765
Suburb Sw11,,E09000032,Wandsworth,Music venues (all),51.46593634,-0.169421095
The Half Moon Putney,,E09000032,Wandsworth,Music venues (all),51.46729191,-0.220104635
Dukes Head,,E09000032,Wandsworth,Music venues (all),51.46729162,-0.21712433
Le Quecumbar And Brasserie,,E09000032,Wandsworth,Music venues (all),51.47399266,-0.173966003
Grove,,E09000032,Wandsworth,Music venues (all),51.47456389,-0.153019947
The Magic Garden,,E09000032,Wandsworth,Music venues (all),51.47531105,-0.150786545
The Battersea Barge,,E09000032,Wandsworth,Music venues (all),51.48275428,-0.138113818
Slim Jim's Liquor Store,,,Islington,Music venues (all),51.53799028,-0.102864877
Thousand Island,,E09000019,Islington,Music venues (all),51.54674851,-0.104002006
South Place Hotel,,E09000019,Islington,Music venues (all),51.51903608,-0.086472843
Beduin,,E09000019,Islington,Music venues (all),51.51932217,-0.103527366
Fabric,,E09000019,Islington,Music venues (all),51.51965658,-0.10251888
Reina Bar And Kitchen,,E09000019,Islington,Music venues (all),51.51972358,-0.102213393
Fence,,E09000019,Islington,Music venues (all),51.52005335,-0.10369878
The Piano Works - Farringdon,,E09000019,Islington,Music venues (all),51.52286663,-0.10806503
Betsey Trotwood,,E09000019,Islington,Music venues (all),51.52336067,-0.108030129
Crypt On The Green,,E09000019,Islington,Music venues (all),51.52335477,-0.105435586
The Slaughtered Lamb,,E09000019,Islington,Music venues (all),51.52331395,-0.101242374
The Eagle,,E09000019,Islington,Music venues (all),51.52416186,-0.109755626
Nomad London,,E09000019,Islington,Music venues (all),51.5240713,-0.095819345
Mcqueen,,E09000019,Islington,Music venues (all),51.52450963,-0.08573871
Lso St. Luke's,,E09000019,Islington,Music venues (all),51.52515614,-0.09395763
The Magic Roundabout,,E09000019,Islington,Music venues (all),51.52554552,-0.08749728
Xoyo,,E09000019,Islington,Music venues (all),51.52551848,-0.085840541
Club Aquarium,,E09000019,Islington,Music venues (all),51.52589407,-0.085161625
Britannia,,E09000019,Islington,Music venues (all),51.52733222,-0.094501047
Sadler's Wells,,E09000019,Islington,Music venues (all),51.52942925,-0.106264612
Harlequin,,E09000019,Islington,Music venues (all),51.52989609,-0.106216395
Fellow,,E09000019,Islington,Music venues (all),51.53162956,-0.122307118
Old Red Lion,,E09000019,Islington,Music venues (all),51.53148185,-0.105847777
Simmons Bar,,E09000019,Islington,Music venues (all),51.53183485,-0.120525237
The Lexington,,E09000019,Islington,Music venues (all),51.53176947,-0.111415663
Charles Lamb,,E09000019,Islington,Music venues (all),51.53198326,-0.101818683
King Charles I,,E09000019,Islington,Music venues (all),51.53246966,-0.119734908
Electrowerkz,,E09000019,Islington,Music venues (all),51.5324465,-0.10488494
Lincoln Lounge,,E09000019,Islington,Music venues (all),51.53321055,-0.12219878
O2 Academy Islington,,E09000019,Islington,Music venues (all),51.53399006,-0.105801285
The Islington,,E09000019,Islington,Music venues (all),51.53443361,-0.1087676
Kings Place,,E09000019,Islington,Music venues (all),51.53499869,-0.121548395
Camden Head,,E09000019,Islington,Music venues (all),51.53564103,-0.102791152
Radicals And Victuallers,,E09000019,Islington,Music venues (all),51.53575512,-0.104286028
The Star Of Kings,,E09000019,Islington,Music venues (all),51.53636469,-0.122054496
Ladybird / Basement Club,,E09000019,Islington,Music venues (all),51.53607328,-0.103941153
Wenlock And Essex,,E09000019,Islington,Music venues (all),51.53662969,-0.101091749
Crown,,E09000019,Islington,Music venues (all),51.53730554,-0.109528113
The Old Queens Head,,E09000019,Islington,Music venues (all),51.53719198,-0.100275236
Barrio North,,E09000019,Islington,Music venues (all),51.53738035,-0.100800929
Kings Head,,E09000019,Islington,Music venues (all),51.53760887,-0.10047417
The Lighthouse,,E09000019,Islington,Music venues (all),51.5376754,-0.091285777
Rosemary Branch Theatre,,E09000019,Islington,Music venues (all),51.53762241,-0.086933118
Kings Head,,E09000019,Islington,Music venues (all),51.53830316,-0.102810175
St. Mary's Church,,E09000019,Islington,Music venues (all),51.53840669,-0.10198391
New Unity,,E09000019,Islington,Music venues (all),51.54052577,-0.102342749
Islington Assembly Hall,,E09000019,Islington,Music venues (all),51.54170967,-0.10214926
Dead Dolls House Islington,,E09000019,Islington,Music venues (all),51.54209584,-0.103229218
The Four Sisters Bar,,E09000019,Islington,Music venues (all),51.5430329,-0.102786431
Hope & Anchor,,E09000019,Islington,Music venues (all),51.54325194,-0.103541675
Canonbury Tavern,,E09000019,Islington,Music venues (all),51.54467489,-0.097569358
Union Chapel,,E09000019,Islington,Music venues (all),51.54491984,-0.102693499
Duchess Of Kent,,E09000019,Islington,Music venues (all),51.54632325,-0.108851325
The Garage,,E09000019,Islington,Music venues (all),51.5467079,-0.103715237
The Railway Tavern,,E09000019,Islington,Music venues (all),51.54874735,-0.079312384
Snooty Fox,,E09000019,Islington,Music venues (all),51.5491595,-0.09132432
The Boston Arms,,E09000019,Islington,Music venues (all),51.55730881,-0.13843091
The Dome,,E09000019,Islington,Music venues (all),51.55751132,-0.138725591
Nambucca,,E09000019,Islington,Music venues (all),51.56103147,-0.123736144
Jj Moons,,E09000019,Islington,Music venues (all),51.56289653,-0.122837015
North Nineteen,,E09000019,Islington,Music venues (all),51.56466111,-0.121840953
Orleans Winebar,,E09000019,Islington,Music venues (all),51.56458873,-0.10504938
Worlds End,,E09000019,Islington,Music venues (all),51.56697122,-0.108355652
