BOROUGH,Cultural Venue Type,additional_contact_name,address1,address2,address3,alternativenames,borough_code,borough_name,building_name,contact_name,easting,fid_london_ward,greenflagcommunityaward,gss_code,latitude,longitude,northing,os_addressbase_uprn,rm_organisation_name,runtime,site_name,ward,ward_2018_code,ward_2018_name,ward_code,ward_code_2018,ward_name_2018,website
Westminster,Museums and public galleries,,23 and 25 Brook Street,Mayfair,NA,,E09000033,City of Westminster,,,528754.9651,,,E09000033,51.51296728,-0.145903843,180966.9238,1.00E+11,,04/20/2020,Handel and Hendrix in London,,E05000649,West End,,,,https://handelhendrix.org/
Havering,Museums and public galleries,,19-21 High St,Romford,NA,,E09000016,Havering,,,551123.879,,,E09000016,51.57792332,0.179586814,188812.3416,10070706838,,04/20/2020,Havering Museum,,E05000319,Romford Town,,,,www.haveringmuseum.org.uk/
Redbridge,Museums and public galleries,,Redbridge Central Library,Clements Road,lford,,E09000026,Redbridge,,,543962.961,,,E09000026,51.55806439,0.075328101,186393.9223,10091799736,,04/20/2020,Redbridge Museum,,E05011246,Ilford Town,,,,redbridgefirstworldwar.org.uk
Lewisham,Museums and public galleries,,100 London Road,Forest Hill,NA,,E09000023,Lewisham,,,534875.9635,,,E09000023,51.44113087,-0.060736391,173131.9259,10091839078,,04/20/2020,Horniman Museum and Gardens,,E05000444,Forest Hill,,,,http://www.horniman.ac.uk/
Bexley,Museums and public galleries,,The Old Works. Thames Water S.T.W.,Bazalgette Way,Abbey Wood,,E09000004,Bexley,,,548199.9598,,,E09000004,51.50580578,0.134010243,180699.9238,10091915267,,04/20/2020,Crossness Engines,,E05011232,Thamesmead East,,,,http://www.crossness.org.uk/
Bexley,Museums and public galleries,,Bourne Road,Bexley,Kent,,E09000004,Bexley,,,550210.9593,,,E09000004,51.44803113,0.160255399,174328.9256,1.00E+11,,04/20/2020,Hall Place and Gardens,,E05011222,Crayford,,,,https://www.hallplace.org.uk/
Waltham Forest,Museums and public galleries,,10 S Access Rd,Walthamstow,NA,,E09000031,Waltham Forest,,,536275.9631,,,E09000031,51.57671401,-0.03476443,188256.9218,1.00E+11,,04/20/2020,Walthamstow Pumphouse Museum,,E05000606,Markhouse,,,,http://e17pumphouse.org.uk/
Waltham Forest,Museums and public galleries,,Vestry Road,NA,NA,,E09000031,Waltham Forest,,,537779.9627,,,E09000031,51.58401372,-0.012739356,189109.9215,1.00E+11,,04/20/2020,Vestry House Museum,,E05000601,Hoe Street,,,,http://www.walthamforest.gov.uk/vestry-house
Waltham Forest,Museums and public galleries,,6 Rangers Road,,Chingford,,E09000031,Waltham Forest,,,539721.9621,,,E09000031,51.63439473,0.017524522,194769.92,2.00E+11,,04/20/2020,The View (Epping Forest Collection),,E05000593,Chingford Green,,,,www.cityoflondon.gov.uk/things-to-do/green-spaces/epping-forest/Pages/default.aspx
Waltham Forest,Museums and public galleries,,Lloyd Park House,531 Forest Rd,Walthamstow,,E09000031,Waltham Forest,,,537228.9628,,,E09000031,51.59130071,-0.020376609,189905.9213,2.00E+11,,04/20/2020,William Morris Gallery and Brangwyn Gift,,E05000608,William Morris,,,,http://wmgallery.org.uk/
Hillingdon,Museums and public galleries,,Central Library,14-16 High Street,Uxbridge,,E09000017,Hillingdon,,,505617.9714,,,E09000017,51.54518515,-0.478276714,184017.9229,1.00E+11,,04/20/2020,"Hillingdon Local Studies, Archives and Museum",,E05000341,Uxbridge South,,,,https://www.hillingdon.gov.uk/history
Haringey,Museums and public galleries,,Bruce Castle Museum,Lordship Lane,NA,,E09000014,Haringey,,,533391.9639,,,E09000014,51.5991501,-0.075440903,190676.9211,1.00E+11,,04/20/2020,Bruce Castle Museum,,E05000283,White Hart Lane,,,,http://www.haringey.gov.uk/leisure/brucecastlemuseum
Lewisham,Music (office based businesses),,Unit 8 Forest Hill Industrial Estate,Perry Vale,Lewisham,,E09000023,LEWISHAM,,,535420.9632,,,E09000023,51.43644469,-0.053093393,172624.9259,1.00E+11,,04/20/2020,Hasmick Promotions Ltd,,E05000450,Perry Vale,,,,www.hasmick.co.uk
Lewisham,Music (office based businesses),,11 Knighton Park Road,Lewisham,,,E09000023,Lewisham,,,535973.9632,,,E09000023,51.42515108,-0.045618669,171382.9264,1.00E+11,,04/20/2020,Rub A Dub Records Ltd,,E05000452,Sydenham,,,,
Lewisham,Music (office based businesses),,6 Doctors Close,Lewisham,,,E09000023,Lewisham,,,535277.9633,,,E09000023,51.42565902,-0.055608732,171420.9264,1.00E+11,,04/20/2020,Cubafilin Records Ltd,,E05000452,Sydenham,,,,
Lewisham,Music (office based businesses),,407 Downham Way,Lewisham,,,E09000023,Lewisham,,,540053.962,,,E09000023,51.426019,0.013108614,171589.9263,1.00E+11,,04/20/2020,Fyesta Music / Rmoney Records Ltd,,E05000442,Downham,,,,
Lewisham,Music (office based businesses),,17 Kingsthorpe Road,Lewisham,,,E09000023,Lewisham,,,535627.9632,,,E09000023,51.42770522,-0.050487043,171657.9263,1.00E+11,,04/20/2020,Waveney Music Publishing Ltd,,E05000452,Sydenham,,,,www.waveneymusicpublishing.com
Lewisham,Music (office based businesses),,5 Pullman Mews,Lewisham,,,E09000023,Lewisham,,,540689.9619,,,E09000023,51.42997732,0.022432136,172047.9262,2.00E+11,,04/20/2020,Quiffmanrecords Ltd,,E05000445,Grove Park,,,,
Lewisham,Music (office based businesses),,11 Fifield Path,Lewisham,,,E09000023,Lewisham,,,535641.9632,,,E09000023,51.43501691,-0.049974431,172471.9261,2.00E+11,,04/20/2020,Underoneroof Records Ltd,,E05000450,Perry Vale,,,,
Lewisham,Music (office based businesses),,57 Datchet Road,Lewisham,,,E09000023,Lewisham,,,537013.9629,,,E09000023,51.43508244,-0.030231783,172515.9261,1.00E+11,,04/20/2020,Top Keys Record Label Ltd,,E05000437,Bellingham,,,,
Lewisham,Music (office based businesses),,80 Fordmill Road,Lewisham,,,E09000023,Lewisham,,,537411.9628,,,E09000023,51.43619934,-0.024457305,172650.926,1.00E+11,,04/20/2020,Twister Records Ltd,,E05000437,Bellingham,,,,
Lewisham,Music (office based businesses),,Flat 3 46,Sunderland Road,Lewisham,,E09000023,Lewisham,,,535788.9632,,,E09000023,51.43890883,-0.047693554,172908.926,1.00E+11,,04/20/2020,Robot Elephant Records Ltd,,E05000450,Perry Vale,,,,www.robotelephant.co.uk
Lewisham,Music (office based businesses),,262 Burnt Ash Hill,Lewisham,,,E09000023,Lewisham,,,540617.9619,,,E09000023,51.43773224,0.021738635,172908.926,1.00E+11,,04/20/2020,Dreamreal Records Ltd,,E05000445,Grove Park,,,,
Lewisham,Music (office based businesses),,214 Verdant Lane,Lewisham,,,E09000023,Lewisham,,,539479.9622,,,E09000023,51.43813897,0.005382197,172922.9259,1.00E+11,,04/20/2020,Duly Noted Records Ltd,,E05000440,Catford South,,,,
Lewisham,Music (office based businesses),,126 Dowanhill Road,Lewisham,,,E09000023,Lewisham,,,538558.9625,,,E09000023,51.4402787,-0.007776739,173135.9259,1.00E+11,,04/20/2020,Blak Hand Records Ltd,,E05000440,Catford South,,,,
Lewisham,Music (office based businesses),,51 Canadian Avenue,Lewisham,,,E09000023,Lewisham,,,537565.9627,,,E09000023,51.44090678,-0.02203825,173178.9259,1.00E+11,,04/20/2020,Ovastak Records Ltd,,E05000451,Rushey Green,,,,
Lewisham,Music (office based businesses),,81 Minard Road,Lewisham,,,E09000023,Lewisham,,,539125.9623,,,E09000023,51.44285376,0.000494531,173437.9258,1.00E+11,,04/20/2020,My House Records Ltd,,E05000440,Catford South,,,,
Lewisham,Music (office based businesses),,42 Honor Oak Road,Lewisham,,,E09000023,Lewisham,,,535212.9634,,,E09000023,51.44415092,-0.055758912,173476.9258,1.00E+11,,04/20/2020,Born A Nonentity Records Ltd,,E05000444,Forest Hill,,,,
Lewisham,Music (office based businesses),,69 Codrington Hill,Lewisham,,,E09000023,Lewisham,,,536436.963,,,E09000023,51.44849451,-0.037958886,173992.9257,1.00E+11,,04/20/2020,Polymorph Records Ltd,,E05000441,Crofton Park,,,,www.polymorphrecords.com
Lewisham,Music (office based businesses),,41 Hawstead Road,Lewisham,,,E09000023,Lewisham,,,537713.9627,,,E09000023,51.44965047,-0.019530446,174155.9256,1.00E+11,,04/20/2020,Underfound Records Ltd,,E05000451,Rushey Green,,,,
Lewisham,Music (office based businesses),,Unit 19-20 Chiltonian Industrial Estate,Manor Lane,Lewisham,,E09000023,Lewisham,,,539632.9622,,,E09000023,51.44951371,0.008082429,174192.9256,10091637987,,04/20/2020,Hyperion Records Ltd,,E05000447,Lee Green,,,,www.hyperion-records.co.uk
Lewisham,Music (office based businesses),,84 Buckthorne Road,Lewisham,,,E09000023,Lewisham,,,536250.9631,,,E09000023,51.45368852,-0.040413407,174565.9255,1.00E+11,,04/20/2020,Radiogram Records Ltd,,E05000441,Crofton Park,,,,
Lewisham,Music (office based businesses),,110 Aspinall Road,Lewisham,,,E09000023,Lewisham,,,535962.9632,,,E09000023,51.46282511,-0.044168198,175574.9252,1.00E+11,,04/20/2020,Fuzzy Moon Records Ltd,,E05000453,Telegraph Hill,,,,
Lewisham,Music (office based businesses),,6 Darling Road,Lewisham,,,E09000023,Lewisham,,,537255.9628,,,E09000023,51.46608076,-0.025413191,175971.9251,1.00E+11,,04/20/2020,Organ Grinder Records Ltd,,E05000439,Brockley,,,,
Lewisham,Music (office based businesses),,26 Carteret Way,Lewisham,,,E09000023,Lewisham,,,536420.963,,,E09000023,51.49050102,-0.036385853,178666.9244,1.00E+11,,04/20/2020,Sanus Hao Ltd,,E05000443,Evelyn,,,,www.sanushao.com
Lambeth,Music (office based businesses),,Arch 39-43 Parry Street,Lambeth,,,E09000022,LAMBETH,,,530369.9646,,,E09000022,51.48472019,-0.123788921,177864.9245,1.00E+11,,04/20/2020,Fire,,E05000426,Oval,,,,www.firelondon.net/
Lambeth,Music (office based businesses),,32b Stockwell Park Cres ,,,,E09000022,Lambeth,,,530793.9646,,,E09000022,51.47134896,-0.118231937,176387.925,0,,04/20/2020,Pieces Of 8 Music,,E05000429,Stockwell,,,,
Lambeth,Music (office based businesses),,2 Tunstall Road,Lambeth,,,E09000022,Lambeth,,,531016.9645,,,E09000022,51.46286779,-0.115370296,175449.9253,2.00E+11,,04/20/2020,Westbury Music Ltd,,E05000421,Ferndale,,,,http://www.westburymusic.net
Lambeth,Music (office based businesses),,The Westbury 418,Wandsworth Road,Lambeth,,E09000022,Lambeth,,,529256.965,,,E09000022,51.47014708,-0.140412164,176214.9251,1.00E+11,,04/20/2020,Liquid Management,,E05000419,Clapham Town,,,,
Wandsworth,Music (office based businesses),,352-356 Battersea Park Rd ,,,,E09000032,Wandsworth,,,527124.9656,,,E09000032,51.47035098,-0.171101965,176183.9251,0,,04/20/2020,Kowloon Records,,E05000622,St. Mary's Park,,,,
Wandsworth,Music (office based businesses),,148 Mitcham Road,Wandsworth,,,E09000032,Wandsworth,,,527793.9654,,,E09000032,51.4239976,-0.163329516,171042.9265,121014218,,04/20/2020,Lem Records Ltd,,E05000616,Graveney,,,,
Wandsworth,Music (office based businesses),,55 Coteford Street,Wandsworth,,,E09000032,Wandsworth,,,527934.9653,,,E09000032,51.43029285,-0.161048651,171746.9263,1.00E+11,,04/20/2020,Pstreetrecords Ltd,,E05000616,Graveney,,,,
Wandsworth,Music (office based businesses),,98 Frensham Drive,Wandsworth,,,E09000032,Wandsworth,,,522121.9669,,,E09000032,51.43846714,-0.244361535,172513.9261,1.00E+11,,04/20/2020,Bmv Records Ltd,,E05000621,Roehampton And Putney Heath,,,,
Wandsworth,Music (office based businesses),,33 Hendham Road,Wandsworth,,,E09000032,Wandsworth,,,527486.9655,,,E09000032,51.43971343,-0.167116708,172783.926,1.00E+11,,04/20/2020,Jacamar Publishing Ltd,,E05000618,Nightingale,,,,
Wandsworth,Music (office based businesses),,294 Merton Road,Wandsworth,,,E09000032,Wandsworth,,,525241.9661,,,E09000032,51.44718767,-0.199126497,173559.9258,121048402,,04/20/2020,Curious Records Ltd,,E05000624,Southfields,,,,
Wandsworth,Music (office based businesses),,100 Belleville Road,Wandsworth,,,E09000032,Wandsworth,,,527701.9654,,,E09000032,51.45692939,-0.163332496,174704.9255,1.00E+11,,04/20/2020,Sensible House Records Ltd,,E05000619,Northcote,,,,
Wandsworth,Music (office based businesses),,Flat 1-6 17-19,Alma Road,Wandsworth,,E09000032,Wandsworth,,,526151.9658,,,E09000032,51.45848972,-0.185582231,174839.9254,121047192,,04/20/2020,Beggars Group,,E05000614,Fairfield,,,,www.beggars.com
Wandsworth,Music (office based businesses),,Basement Flat 5,Leathwaite Road,Wandsworth,,E09000032,Wandsworth,,,527773.9654,,,E09000032,51.46082253,-0.1621398,175139.9253,121016196,,04/20/2020,Monotreme Records Ltd,,E05000619,Northcote,,,,
Wandsworth,Music (office based businesses),,161 Lower Richmond Road,Wandsworth,,,E09000032,Wandsworth,,,523435.9666,,,E09000032,51.46829971,-0.224298415,175864.9251,1.00E+11,,04/20/2020,Trashmouth Records Ltd,,E05000625,Thamesfield,,,,
Wandsworth,Music (office based businesses),,49 Maskelyne Close,Wandsworth,,,E09000032,Wandsworth,,,527403.9655,,,E09000032,51.47694766,-0.166820503,176924.9249,1.00E+11,,04/20/2020,Dollhouse Records Ltd,,E05000622,St. Mary's Park,,,,
Wandsworth,Music (office based businesses),,49 Maskelyne Close,Wandsworth,,,E09000032,Wandsworth,,,527403.9655,,,E09000032,51.47694766,-0.166820503,176924.9249,1.00E+11,,04/20/2020,Dubmission Records Ltd,,E05000622,St. Mary's Park,,,,
Newham,Music (office based businesses),,Silver Town 14b Camel Rd,,,,E09000025,Newham,,,542068.9615,,,E09000025,51.50344347,0.0455544,180261.924,0,,04/20/2020,Limitless Records 24/7 C.i.c.,,E05000491,Royal Docks,,,,
Newham,Music (office based businesses),,36 Mortlake Road,Newham,,,E09000025,Newham,,,540898.9618,,,E09000025,51.51417787,0.029172764,181423.9236,46052181,,04/20/2020,Ageless One Publishing Ltd,,E05000479,Custom House,,,,
Newham,Music (office based businesses),,13 The Moorings,Prince Regent Lane,Newham,,E09000025,Newham,,,541144.9617,,,E09000025,51.5157699,0.032789155,181607.9236,10008990036,,04/20/2020,Unruly Records Ltd,,E05000479,Custom House,,,,
Newham,Music (office based businesses),,79 Palmer Road,Newham,,,E09000025,Newham,,,540777.9618,,,E09000025,51.51977938,0.027677645,182043.9235,46055883,,04/20/2020,S.a.s.h Group Ltd,,E05000490,Plaistow South,,,,
Newham,Music (office based businesses),,56 Eversleigh Road,Newham,,,E09000025,Newham,,,541804.9616,,,E09000025,51.53590362,0.043202732,183866.923,46025008,,04/20/2020,Uncle Curly Records Ltd,,E05000476,Boleyn,,,,
Newham,Music (office based businesses),,37 Broadway,Newham,,,E09000025,Newham,,,538969.9623,,,E09000025,51.54090404,0.002543459,184344.9228,46250405,,04/20/2020,Livarachi Records Ltd,,E05000492,Stratford And New Town,,,,
Newham,Music (office based businesses),,64 Chobham Road,Newham,,,E09000025,Newham,,,538874.9624,,,E09000025,51.54974264,0.001561316,185325.9226,46014473,,04/20/2020,K2 Records Ltd,,E05000492,Stratford And New Town,,,,
Newham,Music (office based businesses),,3 Knighton Road,Newham,,,E09000025,Newham,,,540317.962,,,E09000025,51.55496587,0.022606223,185946.9224,46043049,,04/20/2020,Karma Records Ltd,,E05000483,Forest Gate North,,,,
Camden,Music (office based businesses),,10 Tottenham Mews,Camden,,,E09000007,Camden,,,529340.965,,,E09000007,51.52037356,-0.137156002,181805.9235,5059845,,04/20/2020,Crockford Management,,E05000129,Bloomsbury,,,,
Camden,Music (office based businesses),,20-23 Greville St London,,,,E09000007,Camden,,,531464.9644,,,E09000007,51.5194344,-0.106578522,181755.9235,0,,04/20/2020,The Orchard,,E05000138,Holborn And Covent Garden,,,,http://www.theorchard.com/
Camden,Music (office based businesses),,Monomark House 27,Old Gloucester Street,Camden,,E09000007,Camden,,,530378.9647,,,E09000007,51.52059351,-0.122184683,181856.9235,5138436,,04/20/2020,Transcript Divas,,E05000138,Holborn And Covent Garden,,,,www.transcriptdivas.co.uk
Camden,Music (office based businesses),,3 Warren Mews,Camden,,,E09000007,Camden,,,529028.965,,,E09000007,51.5232218,-0.141537321,182114.9234,5087310,,04/20/2020,Connoisseur Collection,,E05000129,Bloomsbury,,,,www.firstnightrecords.com
Camden,Music (office based businesses),,3 Warren Mews,Camden,,,E09000007,Camden,,,529028.965,,,E09000007,51.5232218,-0.141537321,182114.9234,5087310,,04/20/2020,First Night Records Ltd,,E05000129,Bloomsbury,,,,www.firstnightrecords.com
Camden,Music (office based businesses),,67-69 Chalton Street,Camden,,,E09000007,Camden,,,529771.9648,,,E09000007,51.52984582,-0.130555264,182870.9232,5083535,,04/20/2020,Big Life Management Ltd,,E05000143,St. Pancras And Somers Town,,,,
Camden,Music (office based businesses),,"3 Prowse Pl
3 Prowse Pl ",,,,E09000007,Camden,,,529066.965,,,E09000007,51.54177108,-0.140233374,184179.9229,0,,04/20/2020,Silva Screen Music,,E05000130,Camden Town With Primrose Hill,,,,www.silvascreen.com
Camden,Music (office based businesses),,55 Kentish Town Road,Camden,,,E09000007,Camden,,,528928.9651,,,E09000007,51.54236876,-0.142199153,184242.9229,5006255,,04/20/2020,Once Upon A Time Music Publishing Ltd,,E05000130,Camden Town With Primrose Hill,,,,www.onceuponatimemusic.co.uk
Camden,Music (office based businesses),,Flat 2 168,Camden Street,Camden,,E09000007,Camden,,,528986.9651,,,E09000007,51.54251729,-0.141356656,184260.9229,5052293,,04/20/2020,A T C,,E05000130,Camden Town With Primrose Hill,,,,
Camden,Music (office based businesses),,Unit L Spectrum House 32-34,Gordon House Road,Camden,,E09000007,Camden,,,528461.9652,,,E09000007,51.55601836,-0.14837969,185749.9225,5125063,,04/20/2020,Warp Records Ltd,,E05000137,Highgate,,,,www.warp.net
Camden,Music (office based businesses),,24a York Rise,Camden,,,E09000007,Camden,,,528793.9651,,,E09000007,51.55872867,-0.143479951,186059.9224,5079181,,04/20/2020,The Bach Players,,E05000137,Highgate,,,,www.thebachplayers.org.uk
Croydon,Music (office based businesses),,33 The Ridge,Croydon,,,E09000008,Croydon,,,530052.9648,,,E09000008,51.32644268,-0.134805315,160244.9294,1.00E+11,,04/20/2020,J/fly Publishing Ltd,,E05011466,Coulsdon Town,,,,
Croydon,Music (office based businesses),,78 Warham Road,Croydon,,,E09000008,Croydon,,,532028.9642,,,E09000008,51.36270894,-0.104947604,164330.9283,1.00E+11,,04/20/2020,Dance Party Records Ltd,,E05011487,Waddon,,,,
Croydon,Music (office based businesses),,35 Prince Road,Croydon,,,E09000008,Croydon,,,533252.9639,,,E09000008,51.39584498,-0.085983423,168049.9273,1.00E+11,,04/20/2020,The World Is Yours Records Ltd,,E05011485,South Norwood,,,,
Croydon,Music (office based businesses),,16 Penge Road,Croydon,,,E09000008,Croydon,,,534282.9636,,,E09000008,51.40175768,-0.070927856,168734.9271,1.00E+11,,04/20/2020,Black Am I Records Ltd,,E05011485,South Norwood,,,,
Croydon,Music (office based businesses),,9 Hamilton Road,Croydon,,,E09000008,Croydon,,,532565.9641,,,E09000008,51.40373421,-0.095531223,168909.927,1.00E+11,,04/20/2020,Mrlr Ltd,,E05011486,Thornton Heath,,,,
Croydon,Music (office based businesses),,88 Queen Mary Road,Croydon,,,E09000008,Croydon,,,531970.9642,,,E09000008,51.4214867,-0.103351209,170869.9265,1.00E+11,,04/20/2020,Grape Records Music Ltd,,E05011467,Crystal Palace & Upper Norwood,,,,
Sutton,Music (office based businesses),,199 Autumn Drive,Sutton,,,E09000029,Sutton,,,525672.966,,,E09000029,51.34939155,-0.196773049,162688.9287,5870028472,,04/20/2020,Pierreplay Records Ltd,,E05000557,Belmont,,,,
Sutton,Music (office based businesses),,19 Jubilee Road,Sutton,,,E09000029,Sutton,,,523931.9664,,,E09000029,51.35681984,-0.221487061,163472.9285,5870111201,,04/20/2020,Blue Flowers Publishing Ltd,,E05000560,Cheam,,,,
Sutton,Music (office based businesses),,74 Tabor Gardens,Sutton,,,E09000029,Sutton,,,524540.9663,,,E09000029,51.35728893,-0.212721836,163539.9285,5870019429,,04/20/2020,More Time Records Ltd,,E05000560,Cheam,,,,
Sutton,Music (office based businesses),,20 Onslow Gardens,Sutton,,,E09000029,Sutton,,,529097.965,,,E09000029,51.35662332,-0.147296558,163578.9285,5870090187,,04/20/2020,Lontano Records Ltd,,E05000570,Wallington South,,,,
Sutton,Music (office based businesses),,58 High Street,Sutton,,,E09000029,Sutton,,,524410.9663,,,E09000029,51.35813525,-0.214556119,163630.9285,5870018046,,04/20/2020,Heads Up Music Ltd,,E05000560,Cheam,,,,
Sutton,Music (office based businesses),,12 Osborne Place,Sutton,,,E09000029,Sutton,,,526623.9657,,,E09000029,51.36261651,-0.182592924,164183.9283,5870049420,,04/20/2020,Rhirhi Records Ltd,,E05000564,Sutton Central,,,,
Sutton,Music (office based businesses),,22 Charminster Road,Sutton,,,E09000029,Sutton,,,523650.9665,,,E09000029,51.38180293,-0.224557574,166245.9278,5870015496,,04/20/2020,Ncs Entertainment Ltd,,E05000572,Worcester Park,,,,
Bromley,Music (office based businesses),,7 Park Avenue,,,,E09000006,Bromley,,,538195.9625,,,E09000006,51.37498379,-0.015827309,165859.9279,1.00E+11,,04/20/2020,Sludge City Records Ltd,,E05000127,West Wickham,,,,
Bromley,Music (office based businesses),,9 Walden Road,,,,E09000006,Bromley,,,543157.9612,,,E09000006,51.41800177,0.057398507,170783.9265,1.00E+11,,04/20/2020,We Make Things Records Ltd,,E05000111,Chislehurst,,,,
Merton,Music (office based businesses),,46 Dunster Avenue,Merton,,,E09000024,Merton,,,523955.9664,,,E09000024,51.38213192,-0.220161717,166289.9277,48023049,,04/20/2020,Balanced Waves Ltd,,E05000465,Lower Morden,,,,
Merton,Music (office based businesses),,415 Hillcross Avenue,Merton,,,E09000024,Merton,,,524036.9664,,,E09000024,51.39197343,-0.218615709,167386.9274,48036562,,04/20/2020,Sgo Music Publishing Ltd,,E05000465,Lower Morden,,,,
Merton,Music (office based businesses),,1 Heatherdene Close,Merton,,,E09000024,Merton,,,527062.9656,,,E09000024,51.39792794,-0.174882722,168123.9273,48035057,,04/20/2020,Sceneone Productions Ltd,,E05000468,Ravensbury,,,,
Merton,Music (office based businesses),,151 Copse Hill,Merton,,,E09000024,Merton,,,522048.9669,,,E09000024,51.4143876,-0.246334282,169832.9268,48018107,,04/20/2020,Enlightenment Records Ltd,,E05000472,Village,,,,
Merton,Music (office based businesses),,55 Eveline Road,Merton,,,E09000024,Merton,,,527632.9654,,,E09000024,51.41027427,-0.166194604,169511.9269,48025886,,04/20/2020,Ne Plus Label Ltd,,E05000463,Lavender Fields,,,,
Merton,Music (office based businesses),,54 Griffiths Road,Merton,,,E09000024,Merton,,,525401.966,,,E09000024,51.41811415,-0.197967836,170328.9266,48081698,,04/20/2020,E G Music Ltd,,E05000455,Abbey,,,,
Merton,Music (office based businesses),,1 Ridgway Place,Merton,,,E09000024,Merton,,,524390.9663,,,E09000024,51.41953198,-0.212452972,170461.9266,48059967,,04/20/2020,Copy & Paste Music Management Ltd,,E05000462,Hillside,,,,
Kingston upon Thames,Music (office based businesses),,52 Brighton Road,Kingston Upon Thames,,,E09000021,Kingston Upon Thames,,,517664.9681,,,E09000021,51.39193614,-0.310207817,167231.9275,10091802918,,04/20/2020,Graham Music Publishers Ltd,,E05000412,St. Mark's,,,,
Kingston upon Thames,Music (office based businesses),,Unit 227 Kingspark Business Centre 152-,Kingston Road,Kingston Upon Thames,,E09000021,Kingston Upon Thames,,,520358.9674,,,E09000021,51.40150987,-0.271124088,168359.9272,128031418,,04/20/2020,Lonesome Dog Studios,,E05000402,Beverley,,,,
Kingston upon Thames,Music (office based businesses),,21 Grantchester,St. Peters Road,Kingston Upon Thames,,E09000021,Kingston Upon Thames,,,519124.9677,,,E09000021,51.4094009,-0.288570985,169208.927,1.00E+11,,04/20/2020,Pattern Records Ltd,,E05000409,Norbiton,,,,
Kingston upon Thames,Music (office based businesses),,53 Latchmere Lane,Kingston Upon Thames,,,E09000021,Kingston Upon Thames,,,518572.9679,,,E09000021,51.42417521,-0.29595868,170839.9265,1.00E+11,,04/20/2020,Tigersun Records Ltd,,E05000415,Tudor,,,,
Richmond upon Thames,Music (office based businesses),,1 Park Road,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,517507.9682,,,E09000027,51.41285679,-0.311695128,169555.9269,1.00E+11,,04/20/2020,Big Label Records Uk Ltd,,E05000522,Hampton Wick,,,,
Richmond upon Thames,Music (office based businesses),,41 Cloister Close,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,516552.9684,,,E09000027,51.42834185,-0.324862114,171256.9264,10002252998,,04/20/2020,Natural Light Records & Publications Ltd,,E05000530,Teddington,,,,
Richmond upon Thames,Music (office based businesses),,80 Mallard Place,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,516239.9685,,,E09000027,51.4359917,-0.329085523,172100.9262,1.00E+11,,04/20/2020,Avatone Records Ltd,,E05000529,South Twickenham,,,,
Richmond upon Thames,Music (office based businesses),,3 Twining Avenue,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,514377.969,,,E09000027,51.43993867,-0.355733286,172497.9261,1.00E+11,,04/20/2020,Convivium Records Ltd,,E05000532,West Twickenham,,,,www.conviviumrecords.co.uk
Richmond upon Thames,Music (office based businesses),,16 The Green,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,515442.9687,,,E09000027,51.44487266,-0.340230415,173070.9259,1.00E+11,,04/20/2020,Alcopop! Records Ltd,,E05000529,South Twickenham,,,,
Richmond upon Thames,Music (office based businesses),,48 Copthall Gardens,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,515964.9686,,,E09000027,51.44673436,-0.332650741,173289.9258,1.00E+11,,04/20/2020,Pieces Of Eight Records Ltd,,E05000531,Twickenham Riverside,,,,www.piecesofeightrecords.com
Richmond upon Thames,Music (office based businesses),,8 Roseleigh Close,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,517663.9681,,,E09000027,51.453026,-0.307967414,174028.9256,1.00E+11,,04/20/2020,Mustard Music Publishing Ltd,,E05000531,Twickenham Riverside,,,,
Richmond upon Thames,Music (office based businesses),,7 Erncroft Way,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,515758.9686,,,E09000027,51.45376891,-0.335359359,174067.9256,1.00E+11,,04/20/2020,Red Raw Records Ltd,,E05000527,St. Margarets And North Twickenham,,,,
Richmond upon Thames,Music (office based businesses),,7 Lower Grove Road,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,518918.9678,,,E09000027,51.45710514,-0.289751776,174511.9255,1.00E+11,,04/20/2020,Lower Groove Music Publishing Ltd,,E05000528,South Richmond,,,,
Richmond upon Thames,Music (office based businesses),,206 Upper Richmond Road West,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,520666.9673,,,E09000027,51.46511226,-0.264286971,175443.9253,10091909677,,04/20/2020,Little Ears Records Ltd,,E05000517,East Sheen,,,,www.littleearsradio.com
Richmond upon Thames,Music (office based businesses),,6 Trinity Cottages,Richmond Upon Thames,,,E09000027,Richmond Upon Thames,,,518830.9678,,,E09000027,51.46627306,-0.290676202,175529.9252,1.00E+11,,04/20/2020,Kaleidoscope Music Management & Publishing Ltd,,E05000526,North Richmond,,,,
Hounslow,Music (office based businesses),,67 Hounslow Road,Hounslow,,,E09000018,Hounslow,,,511876.9697,,,E09000018,51.43613272,-0.391852696,172018.9262,1.00E+11,,04/20/2020,Undo Records Ltd,,E05000353,Hanworth,,,,
